client_id,cons_price_idx,euribor_three_months
105.0,93.994,4.857
106.0,93.994,4.857
107.0,93.994,4.857
108.0,93.994,4.857
109.0,93.994,4.857
110.0,93.994,4.857
111.0,93.994,4.857
112.0,93.994,4.857
113.0,93.994,4.857
114.0,93.994,4.857
115.0,93.994,4.857
116.0,93.994,4.857
117.0,93.994,4.857
118.0,93.994,4.857
119.0,93.994,4.857
120.0,93.994,4.857
121.0,93.994,4.857
122.0,93.994,4.857
123.0,93.994,4.857
124.0,93.994,4.857
125.0,93.994,4.857
126.0,93.994,4.857
127.0,93.994,4.857
128.0,93.994,4.857
129.0,93.994,4.857
130.0,93.994,4.857
131.0,93.994,4.857
132.0,93.994,4.857
133.0,93.994,4.857
134.0,93.994,4.857
135.0,93.994,4.857
136.0,93.994,4.857
137.0,93.994,4.857
138.0,93.994,4.857
139.0,93.994,4.857
140.0,93.994,4.857
141.0,93.994,4.857
142.0,93.994,4.857
143.0,93.994,4.857
144.0,93.994,4.857
145.0,93.994,4.857
146.0,93.994,4.857
147.0,93.994,4.857
148.0,93.994,4.857
149.0,93.994,4.857
150.0,93.994,4.857
151.0,93.994,4.857
152.0,93.994,4.857
153.0,93.994,4.857
154.0,93.994,4.857
155.0,93.994,4.857
156.0,93.994,4.857
157.0,93.994,4.857
158.0,93.994,4.857
159.0,93.994,4.857
160.0,93.994,4.857
161.0,93.994,4.857
162.0,93.994,4.857
163.0,93.994,4.857
164.0,93.994,4.857
165.0,93.994,4.857
166.0,93.994,4.857
167.0,93.994,4.857
168.0,93.994,4.857
169.0,93.994,4.857
170.0,93.994,4.857
171.0,93.994,4.857
172.0,93.994,4.857
173.0,93.994,4.857
174.0,93.994,4.857
175.0,93.994,4.857
176.0,93.994,4.857
177.0,93.994,4.857
178.0,93.994,4.857
179.0,93.994,4.857
180.0,93.994,4.857
181.0,93.994,4.857
182.0,93.994,4.857
183.0,93.994,4.857
184.0,93.994,4.857
185.0,93.994,4.857
186.0,93.994,4.857
187.0,93.994,4.857
188.0,93.994,4.857
189.0,93.994,4.857
190.0,93.994,4.857
191.0,93.994,4.857
192.0,93.994,4.857
193.0,93.994,4.857
194.0,93.994,4.857
195.0,93.994,4.857
196.0,93.994,4.857
197.0,93.994,4.857
198.0,93.994,4.857
199.0,93.994,4.857
200.0,93.994,4.857
201.0,93.994,4.857
202.0,93.994,4.857
203.0,93.994,4.857
204.0,93.994,4.857
205.0,93.994,4.857
206.0,93.994,4.857
207.0,93.994,4.857
208.0,93.994,4.857
209.0,93.994,4.857
210.0,93.994,4.857
211.0,93.994,4.857
212.0,93.994,4.857
213.0,93.994,4.857
214.0,93.994,4.857
215.0,93.994,4.857
216.0,93.994,4.857
217.0,93.994,4.857
218.0,93.994,4.857
219.0,93.994,4.857
220.0,93.994,4.857
221.0,93.994,4.857
222.0,93.994,4.857
223.0,93.994,4.857
224.0,93.994,4.857
225.0,93.994,4.857
226.0,93.994,4.857
227.0,93.994,4.857
228.0,93.994,4.857
229.0,93.994,4.857
230.0,93.994,4.857
231.0,93.994,4.857
232.0,93.994,4.857
233.0,93.994,4.857
234.0,93.994,4.857
235.0,93.994,4.857
236.0,93.994,4.857
237.0,93.994,4.857
238.0,93.994,4.857
239.0,93.994,4.857
240.0,93.994,4.857
241.0,93.994,4.857
242.0,93.994,4.857
243.0,93.994,4.857
244.0,93.994,4.857
245.0,93.994,4.857
246.0,93.994,4.857
247.0,93.994,4.857
248.0,93.994,4.857
249.0,93.994,4.857
250.0,93.994,4.857
251.0,93.994,4.857
252.0,93.994,4.857
253.0,93.994,4.857
254.0,93.994,4.857
255.0,93.994,4.857
256.0,93.994,4.857
257.0,93.994,4.857
258.0,93.994,4.857
259.0,93.994,4.857
260.0,93.994,4.857
261.0,93.994,4.857
262.0,93.994,4.857
263.0,93.994,4.857
264.0,93.994,4.857
265.0,93.994,4.857
266.0,93.994,4.857
267.0,93.994,4.857
268.0,93.994,4.857
269.0,93.994,4.857
270.0,93.994,4.857
271.0,93.994,4.857
272.0,93.994,4.857
273.0,93.994,4.857
274.0,93.994,4.857
275.0,93.994,4.857
276.0,93.994,4.857
277.0,93.994,4.857
278.0,93.994,4.857
279.0,93.994,4.857
280.0,93.994,4.857
281.0,93.994,4.857
282.0,93.994,4.857
283.0,93.994,4.857
284.0,93.994,4.857
285.0,93.994,4.857
286.0,93.994,4.857
287.0,93.994,4.857
288.0,93.994,4.857
289.0,93.994,4.857
290.0,93.994,4.857
291.0,93.994,4.857
292.0,93.994,4.857
293.0,93.994,4.857
294.0,93.994,4.857
295.0,93.994,4.857
296.0,93.994,4.857
297.0,93.994,4.857
298.0,93.994,4.857
299.0,93.994,4.857
300.0,93.994,4.857
301.0,93.994,4.857
302.0,93.994,4.857
303.0,93.994,4.857
304.0,93.994,4.857
305.0,93.994,4.857
306.0,93.994,4.857
307.0,93.994,4.857
308.0,93.994,4.857
309.0,93.994,4.857
310.0,93.994,4.857
311.0,93.994,4.857
312.0,93.994,4.857
313.0,93.994,4.857
314.0,93.994,4.857
315.0,93.994,4.857
316.0,93.994,4.857
317.0,93.994,4.857
318.0,93.994,4.857
319.0,93.994,4.857
320.0,93.994,4.857
321.0,93.994,4.857
322.0,93.994,4.857
323.0,93.994,4.857
324.0,93.994,4.857
325.0,93.994,4.857
326.0,93.994,4.857
327.0,93.994,4.857
328.0,93.994,4.857
329.0,93.994,4.857
330.0,93.994,4.857
331.0,93.994,4.857
332.0,93.994,4.857
333.0,93.994,4.857
334.0,93.994,4.857
335.0,93.994,4.857
336.0,93.994,4.857
337.0,93.994,4.857
338.0,93.994,4.857
339.0,93.994,4.857
340.0,93.994,4.857
341.0,93.994,4.857
342.0,93.994,4.857
343.0,93.994,4.857
344.0,93.994,4.857
345.0,93.994,4.857
346.0,93.994,4.857
347.0,93.994,4.857
348.0,93.994,4.857
349.0,93.994,4.857
350.0,93.994,4.857
351.0,93.994,4.857
352.0,93.994,4.857
353.0,93.994,4.857
354.0,93.994,4.857
355.0,93.994,4.857
356.0,93.994,4.857
357.0,93.994,4.857
358.0,93.994,4.857
359.0,93.994,4.857
360.0,93.994,4.857
361.0,93.994,4.857
362.0,93.994,4.857
363.0,93.994,4.857
364.0,93.994,4.857
365.0,93.994,4.857
366.0,93.994,4.857
367.0,93.994,4.857
368.0,93.994,4.857
369.0,93.994,4.857
370.0,93.994,4.857
371.0,93.994,4.857
372.0,93.994,4.857
373.0,93.994,4.857
374.0,93.994,4.857
375.0,93.994,4.857
376.0,93.994,4.857
377.0,93.994,4.857
378.0,93.994,4.857
379.0,93.994,4.857
380.0,93.994,4.857
381.0,93.994,4.857
382.0,93.994,4.857
383.0,93.994,4.857
384.0,93.994,4.857
385.0,93.994,4.857
386.0,93.994,4.857
387.0,93.994,4.857
388.0,93.994,4.857
389.0,93.994,4.857
390.0,93.994,4.857
391.0,93.994,4.857
392.0,93.994,4.857
393.0,93.994,4.857
394.0,93.994,4.857
395.0,93.994,4.857
396.0,93.994,4.857
397.0,93.994,4.857
398.0,93.994,4.857
399.0,93.994,4.857
400.0,93.994,4.857
401.0,93.994,4.857
402.0,93.994,4.857
403.0,93.994,4.857
404.0,93.994,4.857
405.0,93.994,4.857
406.0,93.994,4.857
407.0,93.994,4.857
408.0,93.994,4.857
409.0,93.994,4.857
410.0,93.994,4.857
411.0,93.994,4.857
412.0,93.994,4.857
413.0,93.994,4.857
414.0,93.994,4.857
415.0,93.994,4.857
416.0,93.994,4.857
417.0,93.994,4.857
418.0,93.994,4.857
419.0,93.994,4.857
420.0,93.994,4.857
421.0,93.994,4.857
422.0,93.994,4.857
423.0,93.994,4.857
424.0,93.994,4.857
425.0,93.994,4.857
426.0,93.994,4.857
427.0,93.994,4.857
428.0,93.994,4.857
429.0,93.994,4.857
430.0,93.994,4.857
431.0,93.994,4.857
432.0,93.994,4.857
433.0,93.994,4.857
434.0,93.994,4.857
435.0,93.994,4.857
436.0,93.994,4.857
437.0,93.994,4.857
438.0,93.994,4.857
439.0,93.994,4.857
440.0,93.994,4.857
441.0,93.994,4.857
442.0,93.994,4.857
443.0,93.994,4.857
444.0,93.994,4.857
445.0,93.994,4.857
446.0,93.994,4.857
447.0,93.994,4.857
448.0,93.994,4.857
449.0,93.994,4.857
450.0,93.994,4.857
451.0,93.994,4.857
452.0,93.994,4.857
453.0,93.994,4.857
454.0,93.994,4.857
455.0,93.994,4.857
456.0,93.994,4.857
457.0,93.994,4.857
458.0,93.994,4.857
459.0,93.994,4.857
460.0,93.994,4.857
461.0,93.994,4.857
462.0,93.994,4.857
463.0,93.994,4.857
464.0,93.994,4.857
465.0,93.994,4.857
466.0,93.994,4.857
467.0,93.994,4.857
468.0,93.994,4.857
469.0,93.994,4.857
470.0,93.994,4.857
471.0,93.994,4.857
472.0,93.994,4.857
473.0,93.994,4.857
474.0,93.994,4.857
475.0,93.994,4.857
476.0,93.994,4.857
477.0,93.994,4.857
478.0,93.994,4.857
479.0,93.994,4.857
480.0,93.994,4.857
481.0,93.994,4.857
482.0,93.994,4.857
483.0,93.994,4.857
484.0,93.994,4.857
485.0,93.994,4.857
486.0,93.994,4.857
487.0,93.994,4.857
488.0,93.994,4.857
489.0,93.994,4.857
490.0,93.994,4.857
491.0,93.994,4.857
492.0,93.994,4.857
493.0,93.994,4.857
494.0,93.994,4.857
495.0,93.994,4.857
496.0,93.994,4.857
497.0,93.994,4.857
498.0,93.994,4.857
499.0,93.994,4.857
500.0,93.994,4.857
501.0,93.994,4.857
502.0,93.994,4.857
503.0,93.994,4.857
504.0,93.994,4.857
505.0,93.994,4.857
506.0,93.994,4.857
507.0,93.994,4.857
508.0,93.994,4.857
509.0,93.994,4.857
510.0,93.994,4.857
511.0,93.994,4.857
512.0,93.994,4.857
513.0,93.994,4.857
514.0,93.994,4.857
515.0,93.994,4.857
516.0,93.994,4.857
517.0,93.994,4.857
518.0,93.994,4.857
519.0,93.994,4.857
520.0,93.994,4.857
521.0,93.994,4.857
522.0,93.994,4.857
523.0,93.994,4.857
524.0,93.994,4.857
525.0,93.994,4.857
526.0,93.994,4.857
527.0,93.994,4.857
528.0,93.994,4.857
529.0,93.994,4.857
530.0,93.994,4.857
531.0,93.994,4.857
532.0,93.994,4.857
533.0,93.994,4.857
534.0,93.994,4.857
535.0,93.994,4.857
536.0,93.994,4.857
537.0,93.994,4.857
538.0,93.994,4.857
539.0,93.994,4.857
540.0,93.994,4.857
541.0,93.994,4.857
542.0,93.994,4.857
543.0,93.994,4.857
544.0,93.994,4.857
545.0,93.994,4.857
546.0,93.994,4.857
547.0,93.994,4.857
548.0,93.994,4.857
549.0,93.994,4.857
550.0,93.994,4.857
551.0,93.994,4.857
552.0,93.994,4.857
553.0,93.994,4.857
554.0,93.994,4.857
555.0,93.994,4.857
556.0,93.994,4.857
557.0,93.994,4.857
558.0,93.994,4.857
559.0,93.994,4.857
560.0,93.994,4.857
561.0,93.994,4.857
562.0,93.994,4.857
563.0,93.994,4.857
564.0,93.994,4.857
565.0,93.994,4.857
566.0,93.994,4.857
567.0,93.994,4.857
568.0,93.994,4.857
569.0,93.994,4.857
570.0,93.994,4.857
571.0,93.994,4.857
572.0,93.994,4.857
573.0,93.994,4.857
574.0,93.994,4.857
575.0,93.994,4.857
576.0,93.994,4.857
577.0,93.994,4.857
578.0,93.994,4.857
579.0,93.994,4.857
580.0,93.994,4.857
581.0,93.994,4.857
582.0,93.994,4.857
583.0,93.994,4.857
584.0,93.994,4.857
585.0,93.994,4.857
586.0,93.994,4.857
587.0,93.994,4.857
588.0,93.994,4.857
589.0,93.994,4.857
590.0,93.994,4.857
591.0,93.994,4.857
592.0,93.994,4.857
593.0,93.994,4.857
594.0,93.994,4.857
595.0,93.994,4.857
596.0,93.994,4.857
597.0,93.994,4.857
598.0,93.994,4.857
599.0,93.994,4.857
600.0,93.994,4.857
601.0,93.994,4.857
602.0,93.994,4.857
603.0,93.994,4.857
604.0,93.994,4.857
605.0,93.994,4.857
606.0,93.994,4.857
607.0,93.994,4.857
608.0,93.994,4.857
609.0,93.994,4.857
610.0,93.994,4.857
611.0,93.994,4.857
612.0,93.994,4.857
613.0,93.994,4.857
614.0,93.994,4.857
615.0,93.994,4.857
616.0,93.994,4.857
617.0,93.994,4.857
618.0,93.994,4.857
619.0,93.994,4.857
620.0,93.994,4.857
621.0,93.994,4.857
622.0,93.994,4.857
623.0,93.994,4.857
624.0,93.994,4.857
625.0,93.994,4.857
626.0,93.994,4.857
627.0,93.994,4.857
628.0,93.994,4.857
629.0,93.994,4.857
630.0,93.994,4.857
631.0,93.994,4.857
632.0,93.994,4.857
633.0,93.994,4.857
634.0,93.994,4.857
635.0,93.994,4.857
636.0,93.994,4.857
637.0,93.994,4.857
638.0,93.994,4.857
639.0,93.994,4.857
640.0,93.994,4.857
641.0,93.994,4.857
642.0,93.994,4.857
643.0,93.994,4.857
644.0,93.994,4.857
645.0,93.994,4.857
646.0,93.994,4.857
647.0,93.994,4.857
648.0,93.994,4.857
649.0,93.994,4.857
650.0,93.994,4.857
651.0,93.994,4.857
652.0,93.994,4.857
653.0,93.994,4.857
654.0,93.994,4.857
655.0,93.994,4.857
656.0,93.994,4.857
657.0,93.994,4.857
658.0,93.994,4.857
659.0,93.994,4.857
660.0,93.994,4.857
661.0,93.994,4.857
662.0,93.994,4.857
663.0,93.994,4.857
664.0,93.994,4.857
665.0,93.994,4.857
666.0,93.994,4.857
667.0,93.994,4.857
668.0,93.994,4.857
669.0,93.994,4.857
670.0,93.994,4.857
671.0,93.994,4.857
672.0,93.994,4.857
673.0,93.994,4.857
674.0,93.994,4.857
675.0,93.994,4.857
676.0,93.994,4.857
677.0,93.994,4.857
678.0,93.994,4.857
679.0,93.994,4.857
680.0,93.994,4.857
681.0,93.994,4.857
682.0,93.994,4.857
683.0,93.994,4.857
684.0,93.994,4.857
685.0,93.994,4.857
686.0,93.994,4.857
687.0,93.994,4.857
688.0,93.994,4.857
689.0,93.994,4.857
690.0,93.994,4.857
691.0,93.994,4.857
692.0,93.994,4.857
693.0,93.994,4.857
694.0,93.994,4.857
695.0,93.994,4.857
696.0,93.994,4.857
697.0,93.994,4.857
698.0,93.994,4.857
699.0,93.994,4.857
700.0,93.994,4.857
701.0,93.994,4.857
702.0,93.994,4.857
703.0,93.994,4.857
704.0,93.994,4.857
705.0,93.994,4.857
706.0,93.994,4.857
707.0,93.994,4.857
708.0,93.994,4.857
709.0,93.994,4.857
710.0,93.994,4.857
711.0,93.994,4.857
712.0,93.994,4.857
713.0,93.994,4.857
714.0,93.994,4.857
715.0,93.994,4.857
716.0,93.994,4.857
717.0,93.994,4.857
718.0,93.994,4.857
719.0,93.994,4.857
720.0,93.994,4.857
721.0,93.994,4.857
722.0,93.994,4.857
723.0,93.994,4.857
724.0,93.994,4.857
725.0,93.994,4.857
726.0,93.994,4.857
727.0,93.994,4.857
728.0,93.994,4.857
729.0,93.994,4.857
730.0,93.994,4.857
731.0,93.994,4.857
732.0,93.994,4.857
733.0,93.994,4.857
734.0,93.994,4.857
735.0,93.994,4.857
736.0,93.994,4.857
737.0,93.994,4.857
738.0,93.994,4.857
739.0,93.994,4.857
740.0,93.994,4.857
741.0,93.994,4.857
742.0,93.994,4.857
743.0,93.994,4.857
744.0,93.994,4.857
745.0,93.994,4.857
746.0,93.994,4.857
747.0,93.994,4.857
748.0,93.994,4.857
749.0,93.994,4.857
750.0,93.994,4.857
751.0,93.994,4.857
752.0,93.994,4.857
753.0,93.994,4.857
754.0,93.994,4.857
755.0,93.994,4.857
756.0,93.994,4.856
757.0,93.994,4.856
758.0,93.994,4.856
759.0,93.994,4.856
760.0,93.994,4.856
761.0,93.994,4.856
762.0,93.994,4.856
763.0,93.994,4.856
764.0,93.994,4.856
765.0,93.994,4.856
766.0,93.994,4.856
767.0,93.994,4.856
768.0,93.994,4.856
769.0,93.994,4.856
770.0,93.994,4.856
771.0,93.994,4.856
772.0,93.994,4.856
773.0,93.994,4.856
774.0,93.994,4.856
775.0,93.994,4.856
776.0,93.994,4.856
777.0,93.994,4.856
778.0,93.994,4.856
779.0,93.994,4.856
780.0,93.994,4.856
781.0,93.994,4.856
782.0,93.994,4.856
783.0,93.994,4.856
784.0,93.994,4.856
785.0,93.994,4.856
786.0,93.994,4.856
787.0,93.994,4.856
788.0,93.994,4.856
789.0,93.994,4.856
790.0,93.994,4.856
791.0,93.994,4.856
792.0,93.994,4.856
793.0,93.994,4.856
794.0,93.994,4.856
795.0,93.994,4.856
796.0,93.994,4.856
797.0,93.994,4.856
798.0,93.994,4.856
799.0,93.994,4.856
800.0,93.994,4.856
801.0,93.994,4.856
802.0,93.994,4.856
803.0,93.994,4.856
804.0,93.994,4.856
805.0,93.994,4.856
806.0,93.994,4.856
807.0,93.994,4.856
808.0,93.994,4.856
809.0,93.994,4.856
810.0,93.994,4.856
811.0,93.994,4.856
812.0,93.994,4.856
813.0,93.994,4.856
814.0,93.994,4.856
815.0,93.994,4.856
816.0,93.994,4.856
817.0,93.994,4.856
818.0,93.994,4.856
819.0,93.994,4.856
820.0,93.994,4.856
821.0,93.994,4.856
822.0,93.994,4.856
823.0,93.994,4.856
824.0,93.994,4.856
825.0,93.994,4.856
826.0,93.994,4.856
827.0,93.994,4.856
828.0,93.994,4.856
829.0,93.994,4.856
830.0,93.994,4.856
831.0,93.994,4.856
832.0,93.994,4.856
833.0,93.994,4.856
834.0,93.994,4.856
835.0,93.994,4.856
836.0,93.994,4.856
837.0,93.994,4.856
838.0,93.994,4.856
839.0,93.994,4.856
840.0,93.994,4.856
841.0,93.994,4.856
842.0,93.994,4.856
843.0,93.994,4.856
844.0,93.994,4.856
845.0,93.994,4.856
846.0,93.994,4.856
847.0,93.994,4.856
848.0,93.994,4.856
849.0,93.994,4.856
850.0,93.994,4.856
851.0,93.994,4.856
852.0,93.994,4.856
853.0,93.994,4.856
854.0,93.994,4.856
855.0,93.994,4.856
856.0,93.994,4.856
857.0,93.994,4.856
858.0,93.994,4.856
859.0,93.994,4.856
860.0,93.994,4.856
861.0,93.994,4.856
862.0,93.994,4.856
863.0,93.994,4.856
864.0,93.994,4.856
865.0,93.994,4.856
866.0,93.994,4.856
867.0,93.994,4.856
868.0,93.994,4.856
869.0,93.994,4.856
870.0,93.994,4.856
871.0,93.994,4.856
872.0,93.994,4.856
873.0,93.994,4.856
874.0,93.994,4.856
875.0,93.994,4.856
876.0,93.994,4.856
877.0,93.994,4.856
878.0,93.994,4.856
879.0,93.994,4.856
880.0,93.994,4.856
881.0,93.994,4.856
882.0,93.994,4.856
883.0,93.994,4.856
884.0,93.994,4.856
885.0,93.994,4.856
886.0,93.994,4.856
887.0,93.994,4.856
888.0,93.994,4.856
889.0,93.994,4.856
890.0,93.994,4.856
891.0,93.994,4.856
892.0,93.994,4.856
893.0,93.994,4.856
894.0,93.994,4.856
895.0,93.994,4.856
896.0,93.994,4.856
897.0,93.994,4.856
898.0,93.994,4.856
899.0,93.994,4.856
900.0,93.994,4.856
901.0,93.994,4.856
902.0,93.994,4.856
903.0,93.994,4.856
904.0,93.994,4.856
905.0,93.994,4.856
906.0,93.994,4.856
907.0,93.994,4.856
908.0,93.994,4.856
909.0,93.994,4.856
910.0,93.994,4.856
911.0,93.994,4.856
912.0,93.994,4.856
913.0,93.994,4.856
914.0,93.994,4.856
915.0,93.994,4.856
916.0,93.994,4.856
917.0,93.994,4.856
918.0,93.994,4.856
919.0,93.994,4.856
920.0,93.994,4.856
921.0,93.994,4.856
922.0,93.994,4.856
923.0,93.994,4.856
924.0,93.994,4.856
925.0,93.994,4.856
926.0,93.994,4.856
927.0,93.994,4.856
928.0,93.994,4.856
929.0,93.994,4.856
930.0,93.994,4.856
931.0,93.994,4.856
932.0,93.994,4.856
933.0,93.994,4.856
934.0,93.994,4.856
935.0,93.994,4.856
936.0,93.994,4.856
937.0,93.994,4.856
938.0,93.994,4.856
939.0,93.994,4.856
940.0,93.994,4.856
941.0,93.994,4.856
942.0,93.994,4.856
943.0,93.994,4.856
944.0,93.994,4.856
945.0,93.994,4.856
946.0,93.994,4.856
947.0,93.994,4.856
948.0,93.994,4.856
949.0,93.994,4.856
950.0,93.994,4.856
951.0,93.994,4.856
952.0,93.994,4.856
953.0,93.994,4.856
954.0,93.994,4.856
955.0,93.994,4.856
956.0,93.994,4.856
957.0,93.994,4.856
958.0,93.994,4.856
959.0,93.994,4.856
960.0,93.994,4.856
961.0,93.994,4.856
962.0,93.994,4.856
963.0,93.994,4.856
964.0,93.994,4.856
965.0,93.994,4.856
966.0,93.994,4.856
967.0,93.994,4.856
968.0,93.994,4.856
969.0,93.994,4.856
970.0,93.994,4.856
971.0,93.994,4.856
972.0,93.994,4.856
973.0,93.994,4.856
974.0,93.994,4.856
975.0,93.994,4.856
976.0,93.994,4.856
977.0,93.994,4.856
978.0,93.994,4.856
979.0,93.994,4.856
980.0,93.994,4.856
981.0,93.994,4.856
982.0,93.994,4.856
983.0,93.994,4.856
984.0,93.994,4.856
985.0,93.994,4.856
986.0,93.994,4.856
987.0,93.994,4.856
988.0,93.994,4.856
989.0,93.994,4.856
990.0,93.994,4.856
991.0,93.994,4.856
992.0,93.994,4.856
993.0,93.994,4.856
994.0,93.994,4.856
995.0,93.994,4.856
996.0,93.994,4.856
997.0,93.994,4.856
998.0,93.994,4.856
999.0,93.994,4.856
1000.0,93.994,4.856
1001.0,93.994,4.856
1002.0,93.994,4.856
1003.0,93.994,4.856
1004.0,93.994,4.856
1005.0,93.994,4.856
1006.0,93.994,4.856
1007.0,93.994,4.856
1008.0,93.994,4.856
1009.0,93.994,4.856
1010.0,93.994,4.856
1011.0,93.994,4.856
1012.0,93.994,4.856
1013.0,93.994,4.856
1014.0,93.994,4.856
1015.0,93.994,4.856
1016.0,93.994,4.856
1017.0,93.994,4.856
1018.0,93.994,4.856
1019.0,93.994,4.856
1020.0,93.994,4.856
1021.0,93.994,4.856
1022.0,93.994,4.856
1023.0,93.994,4.856
1024.0,93.994,4.856
1025.0,93.994,4.856
1026.0,93.994,4.856
1027.0,93.994,4.856
1028.0,93.994,4.856
1029.0,93.994,4.856
1030.0,93.994,4.856
1031.0,93.994,4.856
1032.0,93.994,4.856
1033.0,93.994,4.856
1034.0,93.994,4.856
1035.0,93.994,4.856
1036.0,93.994,4.856
1037.0,93.994,4.856
1038.0,93.994,4.856
1039.0,93.994,4.856
1040.0,93.994,4.856
1041.0,93.994,4.856
1042.0,93.994,4.856
1043.0,93.994,4.856
1044.0,93.994,4.856
1045.0,93.994,4.856
1046.0,93.994,4.856
1047.0,93.994,4.856
1048.0,93.994,4.856
1049.0,93.994,4.856
1050.0,93.994,4.856
1051.0,93.994,4.856
1052.0,93.994,4.856
1053.0,93.994,4.856
1054.0,93.994,4.856
1055.0,93.994,4.856
1056.0,93.994,4.856
1057.0,93.994,4.856
1058.0,93.994,4.856
1059.0,93.994,4.856
1060.0,93.994,4.856
1061.0,93.994,4.856
1062.0,93.994,4.856
1063.0,93.994,4.856
1064.0,93.994,4.856
1065.0,93.994,4.856
1066.0,93.994,4.856
1067.0,93.994,4.856
1068.0,93.994,4.856
1069.0,93.994,4.856
1070.0,93.994,4.856
1071.0,93.994,4.856
1072.0,93.994,4.856
1073.0,93.994,4.856
1074.0,93.994,4.856
1075.0,93.994,4.856
1076.0,93.994,4.856
1077.0,93.994,4.856
1078.0,93.994,4.856
1079.0,93.994,4.856
1080.0,93.994,4.856
1081.0,93.994,4.856
1082.0,93.994,4.856
1083.0,93.994,4.856
1084.0,93.994,4.856
1085.0,93.994,4.856
1086.0,93.994,4.856
1087.0,93.994,4.856
1088.0,93.994,4.856
1089.0,93.994,4.856
1090.0,93.994,4.856
1091.0,93.994,4.856
1092.0,93.994,4.856
1093.0,93.994,4.856
1094.0,93.994,4.856
1095.0,93.994,4.856
1096.0,93.994,4.856
1097.0,93.994,4.856
1098.0,93.994,4.856
1099.0,93.994,4.856
1100.0,93.994,4.856
1101.0,93.994,4.856
1102.0,93.994,4.856
1103.0,93.994,4.856
1104.0,93.994,4.856
1105.0,93.994,4.856
1106.0,93.994,4.856
1107.0,93.994,4.856
1108.0,93.994,4.856
1109.0,93.994,4.856
1110.0,93.994,4.856
1111.0,93.994,4.856
1112.0,93.994,4.856
1113.0,93.994,4.856
1114.0,93.994,4.856
1115.0,93.994,4.856
1116.0,93.994,4.856
1117.0,93.994,4.856
1118.0,93.994,4.856
1119.0,93.994,4.856
1120.0,93.994,4.856
1121.0,93.994,4.856
1122.0,93.994,4.856
1123.0,93.994,4.856
1124.0,93.994,4.856
1125.0,93.994,4.856
1126.0,93.994,4.856
1127.0,93.994,4.856
1128.0,93.994,4.856
1129.0,93.994,4.856
1130.0,93.994,4.856
1131.0,93.994,4.856
1132.0,93.994,4.856
1133.0,93.994,4.856
1134.0,93.994,4.856
1135.0,93.994,4.856
1136.0,93.994,4.856
1137.0,93.994,4.856
1138.0,93.994,4.856
1139.0,93.994,4.856
1140.0,93.994,4.856
1141.0,93.994,4.856
1142.0,93.994,4.856
1143.0,93.994,4.856
1144.0,93.994,4.856
1145.0,93.994,4.856
1146.0,93.994,4.855
1147.0,93.994,4.855
1148.0,93.994,4.855
1149.0,93.994,4.855
